stock_count,price,discounted_price,product_variant_id,product_id,title,image_link,small_image_link,large_image_link,size,color,gender,age_interval,store_name
9,261.06,261.06,dev-galaxy-tab-a9-plus-128gb-silver,dev-galaxy-tab-a9-plus,Galaxy Tab A9+ 128 GB Silver,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-a9-plus-silver-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-a9-plus-silver-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-a9-plus-silver-1600.jpg,128 GB,Silver,unisex,,D·TELCO Shop
9,229.00,229.00,dev-galaxy-tab-a9-plus-64gb-graphite,dev-galaxy-tab-a9-plus,Galaxy Tab A9+ 64 GB Graphite,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-a9-plus-graphite-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-a9-plus-graphite-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-a9-plus-graphite-1600.jpg,64 GB,Graphite,unisex,,D·TELCO Shop
2,229.00,229.00,dev-galaxy-tab-a9-plus-64gb-silver,dev-galaxy-tab-a9-plus,Galaxy Tab A9+ 64 GB Silver,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-a9-plus-silver-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-a9-plus-silver-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-a9-plus-silver-1600.jpg,64 GB,Silver,unisex,,D·TELCO Shop
29,799.00,799.00,dev-galaxy-tab-s11-128gb-beige,dev-galaxy-tab-s11,Galaxy Tab S11 128 GB Beige,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-s11-beige-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-s11-beige-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-s11-beige-1600.jpg,128 GB,Beige,unisex,,D·TELCO Shop
20,799.00,799.00,dev-galaxy-tab-s11-128gb-graphite,dev-galaxy-tab-s11,Galaxy Tab S11 128 GB Graphite,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-s11-graphite-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-s11-graphite-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-s11-graphite-1600.jpg,128 GB,Graphite,unisex,,D·TELCO Shop
30,910.86,910.86,dev-galaxy-tab-s11-256gb-beige,dev-galaxy-tab-s11,Galaxy Tab S11 256 GB Beige,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-s11-beige-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-s11-beige-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-s11-beige-1600.jpg,256 GB,Beige,unisex,,D·TELCO Shop
19,910.86,910.86,dev-galaxy-tab-s11-256gb-graphite,dev-galaxy-tab-s11,Galaxy Tab S11 256 GB Graphite,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-s11-graphite-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-s11-graphite-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-s11-graphite-1600.jpg,256 GB,Graphite,unisex,,D·TELCO Shop
12,1199.00,1199.00,dev-galaxy-tab-s11-ultra-256gb-graphite,dev-galaxy-tab-s11-ultra,Galaxy Tab S11 Ultra 256 GB Graphite,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-s11-ultra-graphite-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-s11-ultra-graphite-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-s11-ultra-graphite-1600.jpg,256 GB,Graphite,unisex,,D·TELCO Shop
3,1366.86,1366.86,dev-galaxy-tab-s11-ultra-512gb-graphite,dev-galaxy-tab-s11-ultra,Galaxy Tab S11 Ultra 512 GB Graphite,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-s11-ultra-graphite-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-s11-ultra-graphite-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-tab-s11-ultra-graphite-1600.jpg,512 GB,Graphite,unisex,,D·TELCO Shop
23,349.00,349.00,dev-galaxy-watch8-40mm-graphite,dev-galaxy-watch8,Galaxy Watch8 40 mm Graphite,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-watch8-graphite-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-watch8-graphite-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-watch8-graphite-1600.jpg,40 mm,Graphite,unisex,,D·TELCO Shop
16,349.00,349.00,dev-galaxy-watch8-40mm-silver,dev-galaxy-watch8,Galaxy Watch8 40 mm Silver,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-watch8-silver-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-watch8-silver-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-watch8-silver-1600.jpg,40 mm,Silver,unisex,,D·TELCO Shop
36,397.86,397.86,dev-galaxy-watch8-44mm-graphite,dev-galaxy-watch8,Galaxy Watch8 44 mm Graphite,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-watch8-graphite-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-watch8-graphite-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-watch8-graphite-1600.jpg,44 mm,Graphite,unisex,,D·TELCO Shop
35,397.86,397.86,dev-galaxy-watch8-44mm-silver,dev-galaxy-watch8,Galaxy Watch8 44 mm Silver,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-watch8-silver-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-watch8-silver-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-watch8-silver-1600.jpg,44 mm,Silver,unisex,,D·TELCO Shop
11,1099.00,1099.00,dev-galaxy-z-flip-7-256gb-black,dev-galaxy-z-flip-7,Galaxy Z Flip 7 256 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-z-flip-7-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-z-flip-7-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-z-flip-7-black-1600.jpg,256 GB,Black,unisex,,D·TELCO Shop
3,1099.00,1099.00,dev-galaxy-z-flip-7-256gb-mint,dev-galaxy-z-flip-7,Galaxy Z Flip 7 256 GB Mint,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-z-flip-7-mint-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-z-flip-7-mint-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-z-flip-7-mint-1600.jpg,256 GB,Mint,unisex,,D·TELCO Shop
10,1252.86,1252.86,dev-galaxy-z-flip-7-512gb-black,dev-galaxy-z-flip-7,Galaxy Z Flip 7 512 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-z-flip-7-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-z-flip-7-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-z-flip-7-black-1600.jpg,512 GB,Black,unisex,,D·TELCO Shop
0,1252.86,1252.86,dev-galaxy-z-flip-7-512gb-mint,dev-galaxy-z-flip-7,Galaxy Z Flip 7 512 GB Mint,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-z-flip-7-mint-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-z-flip-7-mint-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-z-flip-7-mint-1600.jpg,512 GB,Mint,unisex,,D·TELCO Shop
13,1899.00,1899.00,dev-galaxy-z-fold-7-256gb-black,dev-galaxy-z-fold-7,Galaxy Z Fold 7 256 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-z-fold-7-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-z-fold-7-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-z-fold-7-black-1600.jpg,256 GB,Black,unisex,,D·TELCO Shop
2,1899.00,1899.00,dev-galaxy-z-fold-7-256gb-silver,dev-galaxy-z-fold-7,Galaxy Z Fold 7 256 GB Silver,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-z-fold-7-silver-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-z-fold-7-silver-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-z-fold-7-silver-1600.jpg,256 GB,Silver,unisex,,D·TELCO Shop
9,2164.86,2164.86,dev-galaxy-z-fold-7-512gb-black,dev-galaxy-z-fold-7,Galaxy Z Fold 7 512 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-z-fold-7-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-z-fold-7-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-z-fold-7-black-1600.jpg,512 GB,Black,unisex,,D·TELCO Shop
10,2164.86,2164.86,dev-galaxy-z-fold-7-512gb-silver,dev-galaxy-z-fold-7,Galaxy Z Fold 7 512 GB Silver,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-z-fold-7-silver-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-z-fold-7-silver-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-galaxy-z-fold-7-silver-1600.jpg,512 GB,Silver,unisex,,D·TELCO Shop
17,99.00,99.00,dev-home-mesh,dev-home-mesh,Mesh Wi-Fi node,https://d-telco.github.io/telco/assets/catalog/dev-home-mesh-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-home-mesh-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-home-mesh-1600.jpg,One size,White,unisex,,D·TELCO Shop
39,79.00,79.00,dev-home-ont,dev-home-ont,Fiber ONT terminal,https://d-telco.github.io/telco/assets/catalog/dev-home-ont-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-home-ont-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-home-ont-1600.jpg,One size,White,unisex,,D·TELCO Shop
23,69.00,69.00,dev-home-tvbox,dev-home-tvbox,D·TELCO TV box,https://d-telco.github.io/telco/assets/catalog/dev-home-tvbox-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-home-tvbox-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-home-tvbox-1600.jpg,One size,White,unisex,,D·TELCO Shop
12,399.00,399.00,dev-honor-400-128gb-black,dev-honor-400,Honor 400 128 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-honor-400-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-400-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-400-black-1600.jpg,128 GB,Black,unisex,,D·TELCO Shop
3,399.00,399.00,dev-honor-400-128gb-gold,dev-honor-400,Honor 400 128 GB Gold,https://d-telco.github.io/telco/assets/catalog/dev-honor-400-gold-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-400-gold-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-400-gold-1600.jpg,128 GB,Gold,unisex,,D·TELCO Shop
6,454.86,454.86,dev-honor-400-256gb-black,dev-honor-400,Honor 400 256 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-honor-400-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-400-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-400-black-1600.jpg,256 GB,Black,unisex,,D·TELCO Shop
12,454.86,454.86,dev-honor-400-256gb-gold,dev-honor-400,Honor 400 256 GB Gold,https://d-telco.github.io/telco/assets/catalog/dev-honor-400-gold-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-400-gold-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-400-gold-1600.jpg,256 GB,Gold,unisex,,D·TELCO Shop
1,549.00,549.00,dev-honor-400-pro-256gb-black,dev-honor-400-pro,Honor 400 Pro 256 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-honor-400-pro-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-400-pro-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-400-pro-black-1600.jpg,256 GB,Black,unisex,,D·TELCO Shop
3,549.00,549.00,dev-honor-400-pro-256gb-grey,dev-honor-400-pro,Honor 400 Pro 256 GB Grey,https://d-telco.github.io/telco/assets/catalog/dev-honor-400-pro-grey-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-400-pro-grey-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-400-pro-grey-1600.jpg,256 GB,Grey,unisex,,D·TELCO Shop
0,625.86,625.86,dev-honor-400-pro-512gb-black,dev-honor-400-pro,Honor 400 Pro 512 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-honor-400-pro-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-400-pro-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-400-pro-black-1600.jpg,512 GB,Black,unisex,,D·TELCO Shop
1,625.86,625.86,dev-honor-400-pro-512gb-grey,dev-honor-400-pro,Honor 400 Pro 512 GB Grey,https://d-telco.github.io/telco/assets/catalog/dev-honor-400-pro-grey-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-400-pro-grey-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-400-pro-grey-1600.jpg,512 GB,Grey,unisex,,D·TELCO Shop
3,799.00,799.00,dev-honor-magic-7-256gb-black,dev-honor-magic-7,Honor Magic 7 256 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-honor-magic-7-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-magic-7-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-magic-7-black-1600.jpg,256 GB,Black,unisex,,D·TELCO Shop
11,799.00,799.00,dev-honor-magic-7-256gb-green,dev-honor-magic-7,Honor Magic 7 256 GB Green,https://d-telco.github.io/telco/assets/catalog/dev-honor-magic-7-green-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-magic-7-green-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-magic-7-green-1600.jpg,256 GB,Green,unisex,,D·TELCO Shop
13,999.00,999.00,dev-honor-magic-7-pro-256gb-black,dev-honor-magic-7-pro,Honor Magic 7 Pro 256 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-honor-magic-7-pro-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-magic-7-pro-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-magic-7-pro-black-1600.jpg,256 GB,Black,unisex,,D·TELCO Shop
6,999.00,999.00,dev-honor-magic-7-pro-256gb-lunar-grey,dev-honor-magic-7-pro,Honor Magic 7 Pro 256 GB Lunar Grey,https://d-telco.github.io/telco/assets/catalog/dev-honor-magic-7-pro-lunar-grey-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-magic-7-pro-lunar-grey-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-magic-7-pro-lunar-grey-1600.jpg,256 GB,Lunar Grey,unisex,,D·TELCO Shop
11,1138.86,1138.86,dev-honor-magic-7-pro-512gb-black,dev-honor-magic-7-pro,Honor Magic 7 Pro 512 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-honor-magic-7-pro-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-magic-7-pro-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-magic-7-pro-black-1600.jpg,512 GB,Black,unisex,,D·TELCO Shop
8,1138.86,1138.86,dev-honor-magic-7-pro-512gb-lunar-grey,dev-honor-magic-7-pro,Honor Magic 7 Pro 512 GB Lunar Grey,https://d-telco.github.io/telco/assets/catalog/dev-honor-magic-7-pro-lunar-grey-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-magic-7-pro-lunar-grey-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-magic-7-pro-lunar-grey-1600.jpg,512 GB,Lunar Grey,unisex,,D·TELCO Shop
43,249.00,249.00,dev-honor-pad-10-128gb-blue,dev-honor-pad-10,Honor Pad 10 128 GB Blue,https://d-telco.github.io/telco/assets/catalog/dev-honor-pad-10-blue-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-pad-10-blue-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-pad-10-blue-1600.jpg,128 GB,Blue,unisex,,D·TELCO Shop
27,249.00,249.00,dev-honor-pad-10-128gb-grey,dev-honor-pad-10,Honor Pad 10 128 GB Grey,https://d-telco.github.io/telco/assets/catalog/dev-honor-pad-10-grey-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-pad-10-grey-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-pad-10-grey-1600.jpg,128 GB,Grey,unisex,,D·TELCO Shop
27,283.86,283.86,dev-honor-pad-10-256gb-blue,dev-honor-pad-10,Honor Pad 10 256 GB Blue,https://d-telco.github.io/telco/assets/catalog/dev-honor-pad-10-blue-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-pad-10-blue-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-pad-10-blue-1600.jpg,256 GB,Blue,unisex,,D·TELCO Shop
31,283.86,283.86,dev-honor-pad-10-256gb-grey,dev-honor-pad-10,Honor Pad 10 256 GB Grey,https://d-telco.github.io/telco/assets/catalog/dev-honor-pad-10-grey-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-pad-10-grey-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-pad-10-grey-1600.jpg,256 GB,Grey,unisex,,D·TELCO Shop
5,149.00,149.00,dev-honor-watch-5-onesize-black,dev-honor-watch-5,Honor Watch 5 One size Black,https://d-telco.github.io/telco/assets/catalog/dev-honor-watch-5-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-watch-5-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-watch-5-black-1600.jpg,One size,Black,unisex,,D·TELCO Shop
3,149.00,149.00,dev-honor-watch-5-onesize-gold,dev-honor-watch-5,Honor Watch 5 One size Gold,https://d-telco.github.io/telco/assets/catalog/dev-honor-watch-5-gold-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-watch-5-gold-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-watch-5-gold-1600.jpg,One size,Gold,unisex,,D·TELCO Shop
6,269.00,269.00,dev-honor-x9c-256gb-black,dev-honor-x9c,Honor X9c 256 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-honor-x9c-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-x9c-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-x9c-black-1600.jpg,256 GB,Black,unisex,,D·TELCO Shop
27,269.00,269.00,dev-honor-x9c-256gb-jade-cyan,dev-honor-x9c,Honor X9c 256 GB Jade Cyan,https://d-telco.github.io/telco/assets/catalog/dev-honor-x9c-jade-cyan-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-x9c-jade-cyan-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-honor-x9c-jade-cyan-1600.jpg,256 GB,Jade Cyan,unisex,,D·TELCO Shop
8,449.00,449.00,dev-ipad-11-128gb-blue,dev-ipad-11,iPad 11 128 GB Blue,https://d-telco.github.io/telco/assets/catalog/dev-ipad-11-blue-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-ipad-11-blue-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-ipad-11-blue-1600.jpg,128 GB,Blue,unisex,,D·TELCO Shop
12,449.00,449.00,dev-ipad-11-128gb-silver,dev-ipad-11,iPad 11 128 GB Silver,https://d-telco.github.io/telco/assets/catalog/dev-ipad-11-silver-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-ipad-11-silver-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-ipad-11-silver-1600.jpg,128 GB,Silver,unisex,,D·TELCO Shop
13,511.86,511.86,dev-ipad-11-256gb-blue,dev-ipad-11,iPad 11 256 GB Blue,https://d-telco.github.io/telco/assets/catalog/dev-ipad-11-blue-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-ipad-11-blue-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-ipad-11-blue-1600.jpg,256 GB,Blue,unisex,,D·TELCO Shop
6,511.86,511.86,dev-ipad-11-256gb-silver,dev-ipad-11,iPad 11 256 GB Silver,https://d-telco.github.io/telco/assets/catalog/dev-ipad-11-silver-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-ipad-11-silver-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-ipad-11-silver-1600.jpg,256 GB,Silver,unisex,,D·TELCO Shop
31,799.00,799.00,dev-ipad-air-13-128gb-blue,dev-ipad-air-13,iPad Air 13 128 GB Blue,https://d-telco.github.io/telco/assets/catalog/dev-ipad-air-13-blue-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-ipad-air-13-blue-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-ipad-air-13-blue-1600.jpg,128 GB,Blue,unisex,,D·TELCO Shop
6,799.00,799.00,dev-ipad-air-13-128gb-space-grey,dev-ipad-air-13,iPad Air 13 128 GB Space Grey,https://d-telco.github.io/telco/assets/catalog/dev-ipad-air-13-space-grey-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-ipad-air-13-space-grey-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-ipad-air-13-space-grey-1600.jpg,128 GB,Space Grey,unisex,,D·TELCO Shop
23,910.86,910.86,dev-ipad-air-13-256gb-blue,dev-ipad-air-13,iPad Air 13 256 GB Blue,https://d-telco.github.io/telco/assets/catalog/dev-ipad-air-13-blue-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-ipad-air-13-blue-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-ipad-air-13-blue-1600.jpg,256 GB,Blue,unisex,,D·TELCO Shop
21,910.86,910.86,dev-ipad-air-13-256gb-space-grey,dev-ipad-air-13,iPad Air 13 256 GB Space Grey,https://d-telco.github.io/telco/assets/catalog/dev-ipad-air-13-space-grey-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-ipad-air-13-space-grey-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-ipad-air-13-space-grey-1600.jpg,256 GB,Space Grey,unisex,,D·TELCO Shop
0,1299.00,1299.00,dev-ipad-pro-13-256gb-silver,dev-ipad-pro-13,iPad Pro 13 256 GB Silver,https://d-telco.github.io/telco/assets/catalog/dev-ipad-pro-13-silver-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-ipad-pro-13-silver-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-ipad-pro-13-silver-1600.jpg,256 GB,Silver,unisex,,D·TELCO Shop
1,1299.00,1299.00,dev-ipad-pro-13-256gb-space-black,dev-ipad-pro-13,iPad Pro 13 256 GB Space Black,https://d-telco.github.io/telco/assets/catalog/dev-ipad-pro-13-space-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-ipad-pro-13-space-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-ipad-pro-13-space-black-1600.jpg,256 GB,Space Black,unisex,,D·TELCO Shop
29,1480.86,1480.86,dev-ipad-pro-13-512gb-silver,dev-ipad-pro-13,iPad Pro 13 512 GB Silver,https://d-telco.github.io/telco/assets/catalog/dev-ipad-pro-13-silver-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-ipad-pro-13-silver-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-ipad-pro-13-silver-1600.jpg,512 GB,Silver,unisex,,D·TELCO Shop
14,1480.86,1480.86,dev-ipad-pro-13-512gb-space-black,dev-ipad-pro-13,iPad Pro 13 512 GB Space Black,https://d-telco.github.io/telco/assets/catalog/dev-ipad-pro-13-space-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-ipad-pro-13-space-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-ipad-pro-13-space-black-1600.jpg,512 GB,Space Black,unisex,,D·TELCO Shop
12,649.00,649.00,dev-iphone-15-128gb-black,dev-iphone-15,iPhone 15 128 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-iphone-15-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-15-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-15-black-1600.jpg,128 GB,Black,unisex,,D·TELCO Shop
1,649.00,649.00,dev-iphone-15-128gb-blue,dev-iphone-15,iPhone 15 128 GB Blue,https://d-telco.github.io/telco/assets/catalog/dev-iphone-15-blue-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-15-blue-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-15-blue-1600.jpg,128 GB,Blue,unisex,,D·TELCO Shop
6,649.00,649.00,dev-iphone-15-128gb-green,dev-iphone-15,iPhone 15 128 GB Green,https://d-telco.github.io/telco/assets/catalog/dev-iphone-15-green-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-15-green-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-15-green-1600.jpg,128 GB,Green,unisex,,D·TELCO Shop
5,739.86,739.86,dev-iphone-15-256gb-black,dev-iphone-15,iPhone 15 256 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-iphone-15-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-15-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-15-black-1600.jpg,256 GB,Black,unisex,,D·TELCO Shop
4,739.86,739.86,dev-iphone-15-256gb-blue,dev-iphone-15,iPhone 15 256 GB Blue,https://d-telco.github.io/telco/assets/catalog/dev-iphone-15-blue-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-15-blue-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-15-blue-1600.jpg,256 GB,Blue,unisex,,D·TELCO Shop
13,739.86,739.86,dev-iphone-15-256gb-green,dev-iphone-15,iPhone 15 256 GB Green,https://d-telco.github.io/telco/assets/catalog/dev-iphone-15-green-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-15-green-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-15-green-1600.jpg,256 GB,Green,unisex,,D·TELCO Shop
10,799.00,799.00,dev-iphone-16-128gb-black,dev-iphone-16,iPhone 16 128 GB Black,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-black-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-black-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-black-1600.jpg,128 GB,Black,unisex,,D·TELCO Shop
4,799.00,799.00,dev-iphone-16-128gb-pink,dev-iphone-16,iPhone 16 128 GB Pink,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pink-1200.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pink-400.jpg,https://d-telco.github.io/telco/assets/catalog/dev-iphone-16-pink-1600.jpg,128 GB,Pink,unisex,,D·TELCO Shop
